request_idx,with_other_issue,primary_issue,request_id,therapist_id,variant,raw_match_score,apply_fit,apply_msg_len,rationale
2,0,anxiety,exp-req-002-f19c74,915967e3-ac56-4a36-8f02-effab988618f,A_empty,95,0,0,No apply message provided.
2,0,anxiety,exp-req-002-f19c74,30a94252-3cd0-42d1-a960-86def311f9e8,B_oneliner,95,0,27,"The message is a generic two-word response that doesn't acknowledge anxiety, directness preference, or prior therapy experience at all."
2,0,anxiety,exp-req-002-f19c74,accc4ff3-675f-4894-9cd3-1feaeffb268e,C_generic_long,95,0.5,327,"Generic introduction that doesn't mention anxiety, direct style preference, or acknowledge prior therapy experience."
2,0,anxiety,exp-req-002-f19c74,c5aa86f5-b6f4-4777-b3b9-f0b29baca9b6,D_issue_specific,95,3.5,203,"Addresses anxiety by name and confirms it as a primary area of practice, but does not acknowledge the patient's preference for directness or their prior therapy experience that didn't help."
2,0,anxiety,exp-req-002-f19c74,b4733156-b012-4a9a-81a7-2203f06c6f16,E_full_engagement,95,5.0,462,"Directly addresses anxiety by name, acknowledges the direct style preference, and specifically engages with the prior therapy experience that didn't help by offering to explore what was missing."
6,0,anxiety,exp-req-006-4446cc,723ac8d5-b667-4442-994d-4f65647c0e92,A_empty,82,0,0,No apply message provided.
6,0,anxiety,exp-req-006-4446cc,bf0c89f2-32b2-4ae8-b06d-b18ace4051d5,B_oneliner,78,0,27,"Generic two-word response that doesn't acknowledge any presenting issues, style preferences, or prior therapy experience."
6,0,anxiety,exp-req-006-4446cc,ea7c8499-17c1-432e-855a-f26458dfd4c7,C_generic_long,77,1.0,327,"Generic introduction that doesn't mention anxiety, relationship conflict, or depression by name, nor does it address the exploratory style preference or prior therapy experience."
6,0,anxiety,exp-req-006-4446cc,30a94252-3cd0-42d1-a960-86def311f9e8,D_issue_specific,75,3.0,203,"Addresses anxiety as a primary concern and mentions collaborative approach, but does not acknowledge the patient's exploratory preference or prior therapy experience of not clicking with someone."
6,0,anxiety,exp-req-006-4446cc,c1e44a53-b724-43e0-9a7c-628e33362aae,E_full_engagement,75,4.5,550,"Directly addresses anxiety by name and acknowledges the prior therapy experience ('didn't click'), though leans direct rather than exploratory which contradicts the stated preference slightly."
7,1,depression,exp-req-007-7c2281,54f8069d-9336-4d14-96b5-a692e3bf61f8,A_empty,80,0,0,No apply message provided.
7,1,depression,exp-req-007-7c2281,30a94252-3cd0-42d1-a960-86def311f9e8,B_oneliner,80,0,27,"The message is a generic one-liner that doesn't mention the patient's depression, relationship conflict, therapy history, or preference for structured approaches."
7,1,depression,exp-req-007-7c2281,b4733156-b012-4a9a-81a7-2203f06c6f16,C_generic_long,80,1.0,327,"Generic introduction that does not mention depression, relationship conflict, structured approach preference, or acknowledge their prior CBT experience."
7,1,depression,exp-req-007-7c2281,ea7c8499-17c1-432e-855a-f26458dfd4c7,D_issue_specific,80,2.5,206,"Mentions depression by name but does not address relationship conflict, prior CBT experience, or the preference for structured therapy."
7,1,depression,exp-req-007-7c2281,774a11fb-6558-433b-8df2-6ebf0c120279,E_full_engagement,80,5.0,450,"Directly names depression, acknowledges the prior CBT experience as 'too clinical' and contrasts her warm approach, and offers structured next steps."
10,0,anxiety,exp-req-010-9d55e5,b5ceb107-0e6b-4dcb-9072-95e571301937,A_empty,95,0,0,No apply message provided.
10,0,anxiety,exp-req-010-9d55e5,a0cb7637-81de-46ec-85d0-8234c4dd3c92,B_oneliner,95,0,27,"The message is a generic two-word response that does not acknowledge any of the patient's presenting concerns, therapy history, or style preferences."
10,0,anxiety,exp-req-010-9d55e5,c2f03810-4af5-45e1-bf89-758c3a658c70,C_generic_long,95,1.0,327,"Generic introduction that does not address anxiety, relationship conflict, or depression by name, nor acknowledge the patient's CBT experience or preference for exploratory yet structured work."
10,0,anxiety,exp-req-010-9d55e5,bf0c89f2-32b2-4ae8-b06d-b18ace4051d5,D_issue_specific,95,2.5,203,Mentions anxiety by name but doesn't address the patient's prior unhelpful CBT experience or their desire for exploratory and structured therapy styles.
10,0,anxiety,exp-req-010-9d55e5,ea7c8499-17c1-432e-855a-f26458dfd4c7,E_full_engagement,95,5.0,557,"Directly names anxiety, acknowledges the prior CBT experience that felt too clinical, and addresses therapeutic style (warm + direct vs. purely exploratory)."
15,1,anxiety,exp-req-015-4805ef,a0cb7637-81de-46ec-85d0-8234c4dd3c92,A_empty,95,0,0,No apply message provided.
15,1,anxiety,exp-req-015-4805ef,0390dbb1-87fb-4dcb-a529-53e47527063a,B_oneliner,95,0,27,"The message is entirely generic and makes no attempt to address the patient's anxiety, structured style preference, or prior therapy experience."
15,1,anxiety,exp-req-015-4805ef,b4733156-b012-4a9a-81a7-2203f06c6f16,C_generic_long,95,1.0,327,"Generic introduction that does not address anxiety by name, prior therapy experience, or the preference for structured approach."
15,1,anxiety,exp-req-015-4805ef,07e66493-e3fc-4ab5-b871-e169e74e4c85,D_issue_specific,95,3.0,203,"Addresses anxiety as primary concern and mentions collaborative approach, but does not acknowledge structured preference or prior therapy that didn't help."
15,1,anxiety,exp-req-015-4805ef,c2f03810-4af5-45e1-bf89-758c3a658c70,E_full_engagement,95,5.0,462,"Directly addresses anxiety by name, describes a structured/direct style matching the preference, and explicitly acknowledges prior therapy that didn't help by offering to explore what was missing."
18,0,anxiety,exp-req-018-522d07,b5ceb107-0e6b-4dcb-9072-95e571301937,A_empty,95,0,0,No apply message provided.
18,0,anxiety,exp-req-018-522d07,bf0c89f2-32b2-4ae8-b06d-b18ace4051d5,B_oneliner,95,0,27,"The message is generic and fails to acknowledge the patient's anxiety, preference for structured therapy, or prior therapy experience."
18,0,anxiety,exp-req-018-522d07,d135e888-21b1-414b-90a5-2892b94c4ee8,C_generic_long,95,0.5,327,"Generic introduction that does not mention anxiety, structured approach preference, or acknowledge the prior therapy experience that didn't help."
18,0,anxiety,exp-req-018-522d07,3f84d00c-aea0-4051-9fce-41cc90be5972,D_issue_specific,95,3.0,203,Addresses anxiety as primary concern but does not acknowledge prior therapy experience or preference for structured approach.
18,0,anxiety,exp-req-018-522d07,774a11fb-6558-433b-8df2-6ebf0c120279,E_full_engagement,95,5.0,559,"Directly names anxiety as focus, addresses structured preference with 'warm + direct' approach, and explicitly engages with prior therapy experience by asking what was missing."
19,1,anxiety,exp-req-019-80949a,ea7c8499-17c1-432e-855a-f26458dfd4c7,A_empty,92,0,0,No apply message provided.
19,1,anxiety,exp-req-019-80949a,bf0c89f2-32b2-4ae8-b06d-b18ace4051d5,B_oneliner,90,0,27,"Generic two-word response that doesn't acknowledge any of the patient's concerns, preferences, or prior therapy experience."
19,1,anxiety,exp-req-019-80949a,723ac8d5-b667-4442-994d-4f65647c0e92,C_generic_long,90,1.5,327,"Generic introduction that doesn't address anxiety, self-esteem, or stress by name, and completely ignores the patient's prior therapy experience and preference for exploratory work."
19,1,anxiety,exp-req-019-80949a,fdfb1214-b096-47e0-a9c7-161f6bc62966,D_issue_specific,88,3.0,203,Addresses anxiety as the primary concern but does not acknowledge the patient's exploratory style preference or their prior therapy experience.
19,1,anxiety,exp-req-019-80949a,30a94252-3cd0-42d1-a960-86def311f9e8,E_full_engagement,87,5.0,550,"Directly names anxiety as focus, acknowledges their prior therapy experience in college not clicking, and addresses their exploratory style preference by explaining his warm+direct approach."
20,0,depression,exp-req-020-8d0f2b,723ac8d5-b667-4442-994d-4f65647c0e92,A_empty,75,0,0,No apply message provided.
20,0,depression,exp-req-020-8d0f2b,9feb2fbe-6270-45af-ab07-60fa828314cb,B_oneliner,75,0,27,"Message is entirely generic and does not engage with any of the patient's concerns, prior therapy experience, or style preferences."
20,0,depression,exp-req-020-8d0f2b,54f8069d-9336-4d14-96b5-a692e3bf61f8,C_generic_long,73,1.0,327,"Generic introduction that doesn't mention any of the patient's presenting issues (depression, stress, relationship conflict) or their preference for direct, structured therapy."
20,0,depression,exp-req-020-8d0f2b,ea7c8499-17c1-432e-855a-f26458dfd4c7,D_issue_specific,73,3.5,206,"Addresses depression by name as primary concern but does not mention stress, relationship conflict, or the patient's preference for direct and structured therapy."
20,0,depression,exp-req-020-8d0f2b,774a11fb-6558-433b-8df2-6ebf0c120279,E_full_engagement,73,5.0,355,"Directly names depression as a focus, explicitly describes their style as 'warm + direct' matching the patient's preference for directness, and acknowledges therapeutic approach differences (direct vs"
22,0,depression,exp-req-022-74936a,b4733156-b012-4a9a-81a7-2203f06c6f16,A_empty,74,0,0,No apply message provided.
22,0,depression,exp-req-022-74936a,d135e888-21b1-414b-90a5-2892b94c4ee8,B_oneliner,74,0,27,"The message is a generic two-word response that does not mention depression, structured therapy preferences, or acknowledge their couples-but-not-solo therapy history."
22,0,depression,exp-req-022-74936a,915967e3-ac56-4a36-8f02-effab988618f,C_generic_long,72,1.5,327,"Generic introduction that does not mention depression, structured approach preference, or acknowledge the transition from couples to solo therapy."
22,0,depression,exp-req-022-74936a,c5aa86f5-b6f4-4777-b3b9-f0b29baca9b6,D_issue_specific,72,3.0,206,Addresses depression by name as a primary area of practice but does not acknowledge the patient's preference for structured therapy or their experience with couples versus solo work.
22,0,depression,exp-req-022-74936a,ea7c8499-17c1-432e-855a-f26458dfd4c7,E_full_engagement,72,5.0,546,"Addresses depression by name, acknowledges structured preference with 'warm + direct' approach, and directly quotes and responds to their couples-but-never-solo therapy history."
23,1,anxiety,exp-req-023-76b6b4,30a94252-3cd0-42d1-a960-86def311f9e8,A_empty,90,0,0,No apply message provided.
23,1,anxiety,exp-req-023-76b6b4,accc4ff3-675f-4894-9cd3-1feaeffb268e,B_oneliner,88,0,27,"The message is generic and doesn't mention the patient's anxiety, self-esteem concerns, or any preferences at all."
23,1,anxiety,exp-req-023-76b6b4,b4733156-b012-4a9a-81a7-2203f06c6f16,C_generic_long,87,1.0,327,"Generic introduction that doesn't mention anxiety or self-esteem specifically, nor does it demonstrate the direct and warm style the patient prefers."
23,1,anxiety,exp-req-023-76b6b4,edcb82ab-1596-4040-80ec-6d80e2bd01b7,D_issue_specific,86,3.5,203,"Addresses anxiety by name and signals a collaborative approach, but doesn't mention self-esteem or explicitly speak to the patient's preference for direct and warm style."
23,1,anxiety,exp-req-023-76b6b4,915967e3-ac56-4a36-8f02-effab988618f,E_full_engagement,85,5.0,352,"Directly names anxiety, explicitly addresses both style preferences (warm + direct), and acknowledges the patient's uncertainty about therapy by offering a low-pressure consult call."
25,1,anxiety,exp-req-025-4c21ff,915967e3-ac56-4a36-8f02-effab988618f,A_empty,95,0,0,No apply message provided.
25,1,anxiety,exp-req-025-4c21ff,30a94252-3cd0-42d1-a960-86def311f9e8,B_oneliner,95,0,27,"Generic message with no engagement of patient's anxiety/depression concerns, style preferences, or prior CBT experience."
25,1,anxiety,exp-req-025-4c21ff,c5aa86f5-b6f4-4777-b3b9-f0b29baca9b6,C_generic_long,95,0.5,327,"Generic introduction that doesn't mention anxiety, depression, exploratory/structured preference, or the patient's prior CBT experience."
25,1,anxiety,exp-req-025-4c21ff,b4733156-b012-4a9a-81a7-2203f06c6f16,D_issue_specific,95,2.5,203,"Mentions anxiety by name but ignores depression, doesn't address their CBT experience or need for exploratory yet structured approach."
25,1,anxiety,exp-req-025-4c21ff,07e66493-e3fc-4ab5-b871-e169e74e4c85,E_full_engagement,95,5.0,447,"Directly addresses anxiety by name, acknowledges the 'too clinical' CBT experience, and speaks to therapeutic style preference with warm + direct approach."
26,0,depression,exp-req-026-2d4ec0,54f8069d-9336-4d14-96b5-a692e3bf61f8,A_empty,91,0,0,No apply message provided.
26,0,depression,exp-req-026-2d4ec0,e0efc74f-45d2-4859-8f20-a6db128efe49,B_oneliner,86,0,27,"The message is completely generic, does not mention any of the patient's concerns, prior therapy experience, or style preferences."
26,0,depression,exp-req-026-2d4ec0,94d7d9f0-8248-4806-8e99-fd0d4f900552,C_generic_long,86,1.0,327,"Generic introduction that doesn't mention depression, self-esteem, or relationship conflict by name, nor does it address the patient's style preferences or prior therapy experience."
26,0,depression,exp-req-026-2d4ec0,30a94252-3cd0-42d1-a960-86def311f9e8,D_issue_specific,85,3.0,206,"Addresses depression by name as a primary concern but does not mention self-esteem or relationship conflict, and completely ignores the patient's prior therapy experience and style preferences for exp"
